screening_id,canonical_key,title,year,doi,source_record_ids,databases,search_ids,stage,decision,exclusion_reason,full_text_status,url
SCR01912,doi:10.54660/ijfei.2025.2.3.121-126,Machine Learning Driven Drug Discovery: Accelerating the Identification of Novel Therapeutics through Deep Generative Models and Molecular Simulation,2025,10.54660/ijfei.2025.2.3.121-126,https://openalex.org/W4410714575,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.54660/ijfei.2025.2.3.121-126
SCR01913,doi:10.71222/2wzq7083,Machine Learning-Driven Optimization of Physical Layer Signal Processing in High-Speed Networks,2025,10.71222/2wzq7083,https://openalex.org/W7133480503,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.71222/2wzq7083
SCR01914,title:machine learning for lidar based navigation system,Machine Learning for LiDAR-Based Navigation System,2022,,arXiv:2208.04531v1,arXiv,S2,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2208.04531v1
SCR01915,doi:10.1051/matecconf/201820000015,Machine Learning for Supply Chain’s Big Data: State of the art and application to Social Networks’ data,2018,10.1051/matecconf/201820000015,https://openalex.org/W2890988626,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1051/matecconf/201820000015
SCR01916,doi:10.3390/jmse13040746,Machine Learning in Maritime Safety for Autonomous Shipping: A Bibliometric Review and Future Trends,2025,10.3390/jmse13040746,https://openalex.org/W4409332502,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.3390/jmse13040746
SCR01917,title:machine learning on quantum systems,Machine Learning on Quantum Systems,2024,,https://openalex.org/W7110536151,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://openalex.org/W7110536151
SCR01918,doi:10.1002/celc.202400024,Machine Learning Orchestrating the Materials Discovery and Performance Optimization of Redox Flow Battery,2024,10.1002/celc.202400024,https://openalex.org/W4399498122,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1002/celc.202400024
SCR01919,title:machine learning quantique appliqu des cas d usage industriels,Machine learning quantique appliqué à des cas d'usage industriels,2025,,https://openalex.org/W7164620402,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://theses.fr/2025SORUS681/document
SCR01920,title:machine learning solar wind driving magnetospheric convection in tail lobes,Machine Learning Solar Wind Driving Magnetospheric Convection in Tail Lobes,2022,,arXiv:2202.01383v2,arXiv,S2,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2202.01383v2
SCR01921,doi:10.2514/6.2021-0668,Machine Learning Techniques for Autonomous Spacecraft Guidance during Proximity Operations,2021,10.2514/6.2021-0668,https://openalex.org/W3120751058,OpenAlex,S1;S2,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.2514/6.2021-0668
SCR01922,doi:10.1017/9781009639651.011,Machine learning with classical data,2025,10.1017/9781009639651.011,https://openalex.org/W4410021821,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1017/9781009639651.011
SCR01923,doi:10.48550/arxiv.1806.10910,Machine learning with controllable quantum dynamics of a nuclear spin ensemble in a solid,2018,10.48550/arxiv.1806.10910,https://openalex.org/W2811144411,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/1806.10910
SCR01924,title:machine learning with controllable quantum dynamics of a nuclear spin ensemble in a solid,Machine learning with controllable quantum dynamics of a nuclear spin ensemble in a solid,2018,,arXiv:1806.10910v1,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/1806.10910v1
SCR01925,title:magnetic shield design modeling and validation on swot spacecraft applied to mars flux pinning orbiting sample design,Magnetic Shield Design Modeling and Validation on SWOT Spacecraft Applied to Mars Flux Pinning Orbiting Sample Design,2019,,NTRS:20190028470,NASA NTRS,S7,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://ntrs.nasa.gov/citations/20190028470
SCR01926,doi:10.3390/fractalfract8020120,Magnetically Suspended Control Sensitive Gyroscope Rotor High-Precision Deflection Decoupling Method using Quantum Neural Network and Fractional-Order Terminal Sliding Mode Control,2024,10.3390/fractalfract8020120,https://openalex.org/W4391927719,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.3390/fractalfract8020120
SCR01927,doi:10.17226/12045,Managing Space Radiation Risk in the New Era of Space Exploration,2008,10.17226/12045,https://openalex.org/W2743708664,OpenAlex,S6,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.17226/12045
SCR01928,doi:10.1057/s41278-025-00338-z,Managing the container premarshalling problem to optimality using quantum-enhanced deep learning,2025,10.1057/s41278-025-00338-z,https://openalex.org/W4417199931,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1057/s41278-025-00338-z
SCR01929,doi:10.5281/zenodo.17625177,MANTA-PMD: Thermocapillary Cryogenic Propellant Management for Cislunar Operations - Technical White Paper,2025,10.5281/zenodo.17625177,https://openalex.org/W7106281391,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17625177
SCR01930,doi:10.5281/zenodo.17625176,MANTA-PMD: Thermocapillary Cryogenic Propellant Management for Cislunar Operations - Technical White Paper,2025,10.5281/zenodo.17625176,https://openalex.org/W7106282918,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17625176
SCR01931,doi:10.1007/s11128-025-04806-6,Mapping additive recurrent neural networks to quantum neural networks,2025,10.1007/s11128-025-04806-6,https://openalex.org/W4411383246,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1007/s11128-025-04806-6
SCR01932,title:marinarium a new arena to bring maritime robotics closer to shore,Marinarium: a New Arena to Bring Maritime Robotics Closer to Shore,2026,,arXiv:2602.23053v1,arXiv,S2,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2602.23053v1
SCR01933,doi:10.1007/s44464-026-00010-2,Markov chain decision-making with quantum-assisted entropy kernels,2026,10.1007/s44464-026-00010-2,https://openalex.org/W7131670186,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1007/s44464-026-00010-2
SCR01934,doi:10.1073/pnas.1212646110,Mars 520-d mission simulation reveals protracted crew hypokinesis and alterations of sleep duration and timing,2013,10.1073/pnas.1212646110,https://openalex.org/W2125864295,OpenAlex,S6,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1073/pnas.1212646110
SCR01935,title:mars exploration rover mission entry descent and landing system validation,"Mars Exploration Rover Mission: Entry, Descent, and Landing System Validation",2019,,NTRS:20090007574,NASA NTRS,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20090007574
SCR01936,doi:10.1016/j.actaastro.2023.09.022,Mars mission capabilities enabled by nuclear thermal propulsion,2023,10.1016/j.actaastro.2023.09.022,https://openalex.org/W4386866109,OpenAlex,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.actaastro.2023.09.022
SCR01937,doi:10.1016/j.actaastro.2023.07.025,Mars orbit injection via aerocapture and low-thrust nonlinear orbit control,2023,10.1016/j.actaastro.2023.07.025,https://openalex.org/W4385257750,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.actaastro.2023.07.025
SCR01938,doi:10.1109/tcst.2019.2892923,$\mathcal{H}_{\infty}$ and $\mu$ -Synthesis for Nanosatellites Rendezvous and Docking,2019,10.1109/tcst.2019.2892923,https://openalex.org/W2912766043,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1109/tcst.2019.2892923
SCR01939,doi:10.36227/techrxiv.175099726.66124047/v1,Mathematical Foundations of Quantum Linear Regression: A Proof of Concept via Variational Hamiltonian Formulation,2025,10.36227/techrxiv.175099726.66124047/v1,https://openalex.org/W4411687591,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.36227/techrxiv.175099726.66124047/v1
SCR01940,doi:10.2478/qic-2025-0020,Matrix Encoding Method in Variational Quantum Singular Value Decomposition,2025,10.2478/qic-2025-0020,https://openalex.org/W4413413642,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.2478/qic-2025-0020
SCR01941,doi:10.48550/arxiv.2504.02838,Matrix encoding method in variational quantum singular value decomposition,2025,10.48550/arxiv.2504.02838,https://openalex.org/W4416123566,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2504.02838
SCR01942,title:matrix encoding method in variational quantum singular value decomposition,Matrix encoding method in variational quantum singular value decomposition,2025,,arXiv:2504.02838v3,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2504.02838v3
SCR01943,title:matrix low dimensional qubit casting based quantum electromagnetic transient network simulation program,Matrix Low-dimensional Qubit Casting Based Quantum Electromagnetic Transient Network Simulation Program,2025,,arXiv:2502.11728v1,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2502.11728v1
SCR01944,doi:10.1063/5.0151122,Matrix of orthogonalized atomic orbital coefficients representation for radicals and ions,2023,10.1063/5.0151122,https://openalex.org/W4379094720,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1063/5.0151122
SCR01945,doi:10.26434/chemrxiv-2023-9pggs,Matrix of Orthogonalized Atomic Orbital Coefficients Representation for Radicals and Ions,2023,10.26434/chemrxiv-2023-9pggs,https://openalex.org/W4327948229,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.26434/chemrxiv-2023-9pggs
SCR01946,doi:10.26434/chemrxiv-2023-9pggs-v2,Matrix of Orthogonalized Atomic Orbital Coefficients Representation for Radicals and Ions,2023,10.26434/chemrxiv-2023-9pggs-v2,https://openalex.org/W4378650367,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://dx.doi.org/10.26434/chemrxiv-2023-9pggs-v2
SCR01947,doi:10.1016/j.aej.2024.03.055,Maximum power tracking of grid integrated PV system with power electronic converters: A hybrid COA-QNN approach,2025,10.1016/j.aej.2024.03.055,https://openalex.org/W4413851707,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.aej.2024.03.055
SCR01948,title:mbse validation and verification case study for ladee,MBSE Validation and Verification: Case Study for LADEE,2023,,NTRS:20205011544,NASA NTRS,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20205011544
SCR01949,doi:10.5281/zenodo.17900545,"MCU/LCE Toolkit: Tensor Network Simulator and Reproducible Protocols (VQE, QAOA, TN)",2025,10.5281/zenodo.17900545,https://openalex.org/W7115023376,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17900545
SCR01950,doi:10.5281/zenodo.17900546,"MCU/LCE Toolkit: Tensor Network Simulator and Reproducible Protocols (VQE, QAOA, TN)",2025,10.5281/zenodo.17900546,https://openalex.org/W7114993348,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17900546
SCR01951,doi:10.1103/prxquantum.4.030335,Mean-Field Approximate Optimization Algorithm,2023,10.1103/prxquantum.4.030335,arXiv:2303.00329v2;https://openalex.org/W4386692386,OpenAlex;arXiv,S4,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1103/prxquantum.4.030335
SCR01952,doi:10.48550/arxiv.2303.00329,Mean-Field Approximate Optimization Algorithm,2023,10.48550/arxiv.2303.00329,https://openalex.org/W4322832436,OpenAlex,S4,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2303.00329
SCR01953,doi:10.1016/j.ifacol.2023.10.111,Measurement-Based Control for Minimizing Energy Functions in Quantum Systems,2023,10.1016/j.ifacol.2023.10.111,arXiv:2304.09023v1;https://openalex.org/W4388905222,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.ifacol.2023.10.111
SCR01954,doi:10.48550/arxiv.2304.09023,Measurement-Based Control for Minimizing Energy Functions in Quantum Systems,2023,10.48550/arxiv.2304.09023,https://openalex.org/W4366459535,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2304.09023
SCR01955,doi:10.48550/arxiv.2606.07376,Measurement circuit ansatz: Naimark versus quantum neural-network measurements,2026,10.48550/arxiv.2606.07376,https://openalex.org/W7163917376,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.48550/arxiv.2606.07376
SCR01956,title:measurement circuit ansatz naimark versus quantum neural network measurements,Measurement circuit ansatz: Naimark versus quantum neural-network measurements,2026,,arXiv:2606.07376v1;https://openalex.org/W7164090301,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://arxiv.org/abs/2606.07376
SCR01957,doi:10.21468/scipostphys.14.6.147,Measurement-induced entanglement phase transitions in variational quantum circuits,2023,10.21468/scipostphys.14.6.147,arXiv:2111.08035v1;https://openalex.org/W3213816425,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.21468/scipostphys.14.6.147
SCR01958,doi:10.48550/arxiv.2111.08035,Measurement-induced entanglement phase transitions in variational quantum circuits,2021,10.48550/arxiv.2111.08035,https://openalex.org/W4286858138,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.48550/arxiv.2111.08035
SCR01959,doi:10.5281/zenodo.19427747,Measurement-Induced Irreversibility in H2 Quantum Chemical Circuits: State-Independent Fidelity Loss Requires Entanglement,2026,10.5281/zenodo.19427747,https://openalex.org/W7150133353,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.19427747
SCR01960,doi:10.5281/zenodo.19427746,Measurement-Induced Irreversibility in H2 Quantum Chemical Circuits: State-Independent Fidelity Loss Requires Entanglement,2026,10.5281/zenodo.19427746,https://openalex.org/W7150196844,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.19427746
SCR01961,title:mechanistic bases for modelling space radiation risk and planning radiation protection of astronauts,Mechanistic bases for modelling space radiation risk and planning radiation protection of astronauts.,2001,,https://openalex.org/W2421873205,OpenAlex,S6,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://pubmed.ncbi.nlm.nih.gov/11780618
SCR01962,title:memory efficient meta reinforcement learning for adaptive safety critical control in adversarial spacecraft proximity operations,Memory-Efficient Meta-Reinforcement Learning for Adaptive Safety-Critical Control in Adversarial Spacecraft Proximity Operations,2026,,arXiv:2606.17414v1,arXiv,S2,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,http://arxiv.org/abs/2606.17414v1
SCR01963,doi:10.1201/9781032642079-5,Merging Artificial Intelligence (AI) and Machine Learning (ML) With Quantum Technology,2024,10.1201/9781032642079-5,https://openalex.org/W4401240924,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1201/9781032642079-5
SCR01964,doi:10.1016/j.actaastro.2022.08.047,Meta-reinforcement learning for adaptive spacecraft guidance during finite-thrust rendezvous missions,2022,10.1016/j.actaastro.2022.08.047,https://openalex.org/W4294549690,OpenAlex,S2,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1016/j.actaastro.2022.08.047
SCR01965,title:meta reinforcement learning for robust and non greedy control barrier functions in spacecraft proximity operations,Meta-Reinforcement Learning for Robust and Non-greedy Control Barrier Functions in Spacecraft Proximity Operations,2026,,arXiv:2602.07335v1,arXiv,S2,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,http://arxiv.org/abs/2602.07335v1
SCR01966,doi:10.2514/1.a36100,Meta-Reinforcement Learning for Spacecraft Proximity Operations Guidance and Control in Cislunar Space,2024,10.2514/1.a36100,https://openalex.org/W4403437196,OpenAlex,S2,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.2514/1.a36100
SCR01967,doi:10.2514/6.2024-2061,Meta-Reinforcement Learning with Transformer Networks for Space Guidance Applications,2024,10.2514/6.2024-2061,https://openalex.org/W4391324916,OpenAlex,S2,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.2514/6.2024-2061
SCR01968,doi:10.1007/s42484-022-00094-w,Meta-variational quantum Monte Carlo,2023,10.1007/s42484-022-00094-w,https://openalex.org/W4317706513,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://dx.doi.org/10.1007/s42484-022-00094-w
SCR01969,doi:10.4218/etrij.2024-0144,Metaheuristic optimization scheme for quantum kernel classifiers using entanglement‐directed graphs,2024,10.4218/etrij.2024-0144,https://openalex.org/W4403866065,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.4218/etrij.2024-0144
SCR01970,doi:10.1002/qute.202400603,Method for Noise‐Induced Regularization in Quantum Neural Networks,2025,10.1002/qute.202400603,arXiv:2410.19921v2;https://openalex.org/W4416810909,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1002/qute.202400603
SCR01971,doi:10.48550/arxiv.2410.19921,Method for noise-induced regularization in quantum neural networks,2024,10.48550/arxiv.2410.19921,https://openalex.org/W4404313481,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2410.19921
SCR01972,doi:10.1016/j.engfailanal.2025.109315,Method for predicting remaining useful life of rolling bearings based on dynamic complexity characteristic entropy and quantum neural networks,2025,10.1016/j.engfailanal.2025.109315,https://openalex.org/W4406559609,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.engfailanal.2025.109315
SCR01973,title:methods and outcomes of the comrade project design of robust combined control for robotic spacecraft and manipulator in servicing missions comparison between between hinf and nonlinear lyapunov based approaches,Methods and outcomes of the COMRADE project - Design of robust Combined control for robotic spacecraft and manipulator in servicing missions: comparison between between Hinf and nonlinear Lyapunov-based approaches,2018,,https://openalex.org/W2998425832,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://hdl.handle.net/10437/9798
SCR01974,doi:10.37943/22jien1491,METHODS OF INFORMATION SECURITY IN THE INTERNET OF THINGS (IOT) NETWORKS USING QUANTUM MACHINE LEARNING,2025,10.37943/22jien1491,https://openalex.org/W4412899284,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.37943/22jien1491
SCR01975,doi:10.1186/s40168-015-0116-3,Microbiomes of the dust particles collected from the International Space Station and Spacecraft Assembly Facilities,2015,10.1186/s40168-015-0116-3,https://openalex.org/W2124790317,OpenAlex,S6,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1186/s40168-015-0116-3
SCR01976,doi:10.1007/s41779-021-00654-6,Micron-sized ore powder production by propulsion and rapid unloading of high-pressure gas,2021,10.1007/s41779-021-00654-6,https://openalex.org/W3198399832,OpenAlex,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1007/s41779-021-00654-6
SCR01977,doi:10.1109/tcomm.2022.3223708,MIMO Unmanned Surface Vessels Enabled Maritime Wireless Network Coexisting With Satellite Network: Beamforming and Trajectory Design,2022,10.1109/tcomm.2022.3223708,https://openalex.org/W4312438249,OpenAlex,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1109/tcomm.2022.3223708
SCR01978,doi:10.1063/5.0282921,Minimal quantum reservoirs with Hamiltonian encoding,2025,10.1063/5.0282921,https://openalex.org/W4414168831,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1063/5.0282921
SCR01979,doi:10.48550/arxiv.2505.22575,Minimal Quantum Reservoirs with Hamiltonian Encoding,2025,10.48550/arxiv.2505.22575,https://openalex.org/W4415033456,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2505.22575
SCR01980,title:minimal quantum reservoirs with hamiltonian encoding,Minimal Quantum Reservoirs with Hamiltonian Encoding,2025,,arXiv:2505.22575v1,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2505.22575v1
SCR01981,title:minimax optimal estimation of expectation values,Minimax Optimal Estimation of Expectation Values,2025,,https://openalex.org/W7113604467,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://scholar.colorado.edu/concern/graduate_thesis_or_dissertations/h415pc319
SCR01982,doi:10.2514/3.5687,Minimum fuel control of linear stochastic systems with applications to midcourse guidance,1970,10.2514/3.5687,https://openalex.org/W2108267586,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.2514/3.5687
SCR01983,doi:10.2322/tjsass.48.34,Minimum-Jerk Guidance for Lunar Lander,2005,10.2322/tjsass.48.34,https://openalex.org/W2043593608,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.2322/tjsass.48.34
SCR01984,title:mission analysis operations and navigation toolkit environment monte version 040,"Mission Analysis, Operations, and Navigation Toolkit Environment (Monte) Version 040",2019,,NTRS:20120014154,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20120014154
SCR01985,title:mission and navigation design for the 2009 mars science laboratory mission,Mission and Navigation Design for the 2009 Mars Science Laboratory Mission,2008,,https://openalex.org/W1942980432,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://repository.exst.jaxa.jp/dspace/handle/a-is/550250
SCR01986,title:mission maps for outbound cislunar transfer trajectories,Mission-Maps For Outbound Cislunar Transfer Trajectories,2025,,NTRS:20250000774,NASA NTRS,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20250000774
SCR01987,doi:10.1103/physrevresearch.6.013076,Mitigated barren plateaus in the time-nonlocal optimization of analog quantum-algorithm protocols,2024,10.1103/physrevresearch.6.013076,arXiv:2111.08085v3;https://openalex.org/W4391101610,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1103/physrevresearch.6.013076
SCR01988,doi:10.48550/arxiv.2111.08085,Mitigated barren plateaus in the time-nonlocal optimization of analog quantum-algorithm protocols,2021,10.48550/arxiv.2111.08085,https://openalex.org/W4286858000,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2111.08085
SCR01989,doi:10.1007/978-3-032-29254-4_37,Mitigating Catastrophic Forgetting in Quantum Neural Networks via Hybrid Topologies and Dark Experience Replay,2026,10.1007/978-3-032-29254-4_37,https://openalex.org/W7164819448,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1007/978-3-032-29254-4_37
SCR01990,doi:10.1103/physreva.110.012404,Mitigating quantum gate errors for variational eigensolvers using hardware-inspired zero-noise extrapolation,2024,10.1103/physreva.110.012404,arXiv:2307.11156v3;https://openalex.org/W4400198917,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1103/physreva.110.012404
SCR01991,doi:10.48550/arxiv.2307.11156,Mitigating Quantum Gate Errors for Variational Eigensolvers Using Hardware-Inspired Zero-Noise Extrapolation,2023,10.48550/arxiv.2307.11156,https://openalex.org/W4385209115,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2307.11156
SCR01992,title:mod2vqls a variational quantum algorithm for solving systems of linear equations modulo 2,Mod2VQLS: a Variational Quantum Algorithm for Solving Systems of Linear Equations Modulo 2,2023,,arXiv:2311.12771v1,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2311.12771v1
SCR01993,doi:10.1109/qce60285.2024.00175,Model-Based Offline Quantum Reinforcement Learning,2024,10.1109/qce60285.2024.00175,arXiv:2404.10017v1;https://openalex.org/W4406261215,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1109/qce60285.2024.00175
SCR01994,doi:10.48550/arxiv.2404.10017,Model-based Offline Quantum Reinforcement Learning,2024,10.48550/arxiv.2404.10017,https://openalex.org/W4394906959,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2404.10017
