outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,feature_columns,interaction_ridge,candidate_coefficients,control_coefficients,feature_map
CV03,9,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,9,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,9,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,9,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,9,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01872892389417304;-0.2121859345774327;-0.2710095834207681;0.2437644619671128;0.08355733670155747;-0.06429728892379528,-0.01914478112622132;0.1775624714874222;-0.5992222194499756;-0.2507595854477577;0.03811969162228425;-0.4768280156918888,"[1,u,v,u*v,u^2,v^2]"
CV03,10,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808253453648346;-0.04021083685715181;-0.07373985953473156;1.168493251724175;1.874850961788202;2.552507761918494,-0.01762811261851992;0.255328055748335;-0.3374465406609264;1.41364349212648;1.977847572668255;1.267211816818619,"[1,u,v,u*v,u^2,v^2]"
CV03,10,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01414863762639486;0.3828710375970198;-0.5912633431113919;0.8816072228413022;2.402089234891162;0.03134738925446671,-0.01763516144869148;0.8368041609861562;-1.305583697597793;-0.5995420152515832;-0.2219246779028221;-0.9286518516174149,"[1,u,v,u*v,u^2,v^2]"
CV03,10,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,10,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01831688109014369;-0.1354047909380407;-0.2804254225404592;0.3726537429622071;0.4599711510723299;-0.0247078044517302,-0.01910321361949435;0.1557432927288962;-0.5775752576793635;-0.261828635184007;0.03983424593723897;-0.4796064099010616,"[1,u,v,u*v,u^2,v^2]"
CV03,11,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808149495835944;-0.04035278917718513;-0.07333072238662595;1.170282913703309;1.875233425012581;2.554516066472592,-0.01762951062971772;0.2560690700633126;-0.338115676668137;1.414103201438642;1.981037255025247;1.267133873878811,"[1,u,v,u*v,u^2,v^2]"
CV03,11,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01423160290820637;0.3964655649381097;-0.6075010553012126;0.8643371300315824;2.545875306841392;-0.03690684399103906,-0.0177222990865312;0.8369550483831409;-1.312463117535133;-0.6235175993788623;-0.2416762275195227;-0.9571125634279726,"[1,u,v,u*v,u^2,v^2]"
CV03,11,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,11,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01849775144676856;-0.1676585007532497;-0.2791416764049156;0.2725608190702257;0.1866356336622006;-0.0194751519731361,-0.01913879664266666;0.1691854004124682;-0.591988162851118;-0.2514661057566751;0.03927782975638561;-0.4716387749004022,"[1,u,v,u*v,u^2,v^2]"
CV03,12,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808332739885313;-0.04009348960640474;-0.07405501643092632;1.168839987653333;1.874506485919466;2.55044028313635,-0.01762307999570698;0.2509120256248811;-0.3330833183200205;1.415394761897802;1.978782730996685;1.271345654589513,"[1,u,v,u*v,u^2,v^2]"
CV03,12,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01414682820065545;0.3897667497498088;-0.600449996548128;0.8576607750265006;2.451349281480472;-0.000175058208776754,-0.0176448411969486;0.832502617440165;-1.302229325912332;-0.6074364771685143;-0.2294748891349819;-0.937212198848454,"[1,u,v,u*v,u^2,v^2]"
CV03,12,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,12,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01852734837579642;-0.166161642037358;-0.2880672645778591;0.2425604472989685;0.235006117046211;-0.02041272118522679,-0.01909450108339267;0.1525563099424395;-0.5734558722079448;-0.2623389007998231;0.03980620415751071;-0.4897811556939511,"[1,u,v,u*v,u^2,v^2]"
CV03,13,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808317757395445;-0.04013888708374545;-0.07394872793016888;1.168922876975746;1.874595925030346;2.551154782403605,-0.01762900038709327;0.2537902315007843;-0.3363102462311356;1.412428160931947;1.978227333666953;1.265746115993144,"[1,u,v,u*v,u^2,v^2]"
CV03,13,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01411255361807234;0.395317190062183;-0.6028702464465243;0.8627131604851774;2.502845996374381;-0.009084393415844253,-0.01764161620920089;0.8273594489888124;-1.298198240928582;-0.6102936893083281;-0.2320621226061163;-0.9352166923253291,"[1,u,v,u*v,u^2,v^2]"
CV03,13,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,13,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01841147510105269;-0.1470442575992416;-0.2783388240698453;0.3653345393248294;0.2511230971654809;-0.01857124159564727,-0.01906400146594864;0.1503761871218104;-0.5674316441760477;-0.2459657558998583;0.04996922468395501;-0.4703830495006589,"[1,u,v,u*v,u^2,v^2]"
CV03,14,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808226771501972;-0.0402417488627612;-0.07358054866740303;1.170148927933698;1.874989661802812;2.552900361240836,-0.01762724684397895;0.2542712792667046;-0.3363649823064976;1.414272577613899;1.980300176706984;1.266683258269707,"[1,u,v,u*v,u^2,v^2]"
CV03,14,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01426527112679471;0.3854292733599357;-0.5957343950675382;0.870805901810316;2.460720236093545;0.005740430326880932,-0.01765987623125633;0.8383384303173879;-1.306984533187033;-0.5993879354871754;-0.2230722381641068;-0.9286496536105323,"[1,u,v,u*v,u^2,v^2]"
CV03,14,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,14,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01871337361813616;-0.207039643818183;-0.2615254407934985;0.3961344221051097;0.1196838857684705;-0.05601631247465074,-0.01911188353155684;0.1600299233163685;-0.583504243330729;-0.2592578221308372;0.03588753003992092;-0.4830593992490962,"[1,u,v,u*v,u^2,v^2]"
CV03,15,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808219686038444;-0.04038222572246118;-0.07336329757397496;1.169636194385087;1.87511442541115;2.553755270322495,-0.01762637740024561;0.2556167584801073;-0.3376317063504211;1.414034117289241;1.980194663301166;1.268149399735213,"[1,u,v,u*v,u^2,v^2]"
CV03,15,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,6,aggregate,1024,1024,,,,,0,6,0.001,-0.0142680725743521;0.391548136089149;-0.6035300429257929;0.8621497494808863;2.518868943639557;-0.03230243313353211,-0.01765593012852303;0.8357489090429568;-1.306676170159724;-0.6087830128911303;-0.2321764923552531;-0.9403180123418878,"[1,u,v,u*v,u^2,v^2]"
CV03,15,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,15,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01854321630453882;-0.1765718776130728;-0.2714945417122133;0.3366613442904537;0.215673599282611;-0.02577793222460414,-0.01907476099889679;0.1649902691207869;-0.5850592779254261;-0.2528263830329373;0.04548563509672619;-0.4700158926822799,"[1,u,v,u*v,u^2,v^2]"
CV03,16,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808247964743781;-0.04034203526091057;-0.07341746614981375;1.168701912327347;1.875139759888691;2.554829652483321,-0.01762278699055212;0.2528156356766355;-0.3341355947796832;1.41899578781969;1.980062249000047;1.274546369190487,"[1,u,v,u*v,u^2,v^2]"
CV03,16,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01414604426193043;0.3925135138743834;-0.6018670278519868;0.8642150288441466;2.479885276085902;-0.004953006517136446,-0.01768957504866206;0.8476724505729941;-1.31800782623835;-0.6076863312074758;-0.2325068699946735;-0.939210761286264,"[1,u,v,u*v,u^2,v^2]"
CV03,16,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,16,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01881479681862045;-0.2429116902352833;-0.2542306572157616;0.3148503615565009;-0.008393902028344077;-0.05850830754846643,-0.01910198043973828;0.1532238425352527;-0.5751937507929877;-0.2546184292865513;0.04240217074834112;-0.4744225377634249,"[1,u,v,u*v,u^2,v^2]"
CV03,17,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808532664523169;-0.03990362437219729;-0.07460909934399418;1.168100111293516;1.873948449984053;2.547220101524902,-0.01763006700979384;0.25150537928782;-0.3344501539105174;1.411415240786243;1.976029362547811;1.265261035119243,"[1,u,v,u*v,u^2,v^2]"
CV03,17,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01418952731425987;0.4034852663126808;-0.6145154953344523;0.8422006560884037;2.60475706213223;-0.06205191034781762,-0.01765591091183437;0.8293737751015539;-1.301305010609932;-0.6127643642425163;-0.2349016791633845;-0.9406634613676533,"[1,u,v,u*v,u^2,v^2]"
CV03,17,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,17,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01829862964370509;-0.1292739482330712;-0.2827016273837282;0.3131366838128506;0.5482336889714889;-0.0005424344567649017,-0.01907744950274689;0.1581584977542545;-0.5769795755441171;-0.2460716966004637;0.04909402269296143;-0.4643031799707808,"[1,u,v,u*v,u^2,v^2]"
CV03,18,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808239269716241;-0.04013969456394882;-0.07384691097864431;1.170119424186888;1.87470340812472;2.551750023898475,-0.01762635208208338;0.2521870138794808;-0.3344144315694643;1.414843266115273;1.979021029944567;1.270161181723404,"[1,u,v,u*v,u^2,v^2]"
CV03,18,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01419988823355203;0.3973990817210523;-0.6038584608882858;0.8708149962791984;2.558407648472597;-0.01008100087794021,-0.01761724760764234;0.8240371385352753;-1.291951607193818;-0.5927476680581248;-0.2172681024861291;-0.9179618474769373,"[1,u,v,u*v,u^2,v^2]"
CV03,18,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,18,8,aggregate,1024,1024,,,,,0,6,0.001,-0.01866308251712327;-0.2145809867815404;-0.2633075437308298;0.3166759497526029;0.06701039436949632;-0.06455999322761143,-0.0191424467796917;0.1542267647438584;-0.577412833610672;-0.2551697028193233;0.04062392445614164;-0.4786703655132394,"[1,u,v,u*v,u^2,v^2]"
CV03,19,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,4,aggregate,1024,1024,,,,,0,6,0.001,-0.01808199642545308;-0.04026214989995161;-0.07363067634520325;1.169864914756388;1.87490625802714;2.551724895726894,-0.01762619645925592;0.2542577726883403;-0.3363417491185713;1.414534577659871;1.979338683605762;1.269262742747044,"[1,u,v,u*v,u^2,v^2]"
CV03,19,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,6,aggregate,1024,1024,,,,,0,6,0.001,-0.01414127166566059;0.3921393853522722;-0.5996862849912123;0.876362576509489;2.481597778875938;-0.00198123135565954,-0.0176161861556226;0.8186444336431259;-1.286956622769621;-0.6004407059749262;-0.2232739437885838;-0.9229255753520414,"[1,u,v,u*v,u^2,v^2]"
CV03,19,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV03,19,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
