outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,candidate_feature_columns,control_feature_columns,stack_ridge,candidate_coefficients,control_coefficients,feature_order
CV02,5,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,5,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,5,,aggregate,1024,,,,,,0,7,7,0.001,-0.006522478582449666;0.05700866860254639;-0.2586886351838119;0.3615733060708483;0.01072543776625902;0.3150026293403809;-0.5458381376798742,-0.007490593365590327;-0.8917837185648635;0.1402781067332416;0.09160460298843477;0.9072856611694398;-0.1967742933657707;-0.484116023697361,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,6,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,6,,aggregate,1024,,,,,,0,7,7,0.001,-0.006490651108208884;0.05534470932537434;-0.2567548066267438;0.3908260301573728;0.01312467260133635;0.3033951967218684;-0.5342585701882318,-0.007451933381459753;-0.8915076976904067;0.1375211284614718;0.08986467465254888;0.9096289711150525;-0.2058516785779112;-0.4687183036891933,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,7,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,7,,aggregate,1024,,,,,,0,7,7,0.001,-0.006443821766433363;0.05686432577890457;-0.2545801669856913;0.308780300246476;0.01124564055407145;0.3127833174114755;-0.5337685728917899,-0.007471499787884027;-0.8929238019815714;0.131203137180476;0.1028731835486288;0.9103358359372863;-0.1958824611604861;-0.4872432198740499,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,8,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,8,,aggregate,1024,,,,,,0,7,7,0.001,-0.006536156232820367;0.05275772772138734;-0.2633099680399829;0.3991886565001952;0.02097229846411318;0.3062117312692686;-0.544166582524391,-0.00749112639085682;-0.9004944139875243;0.1470237309201505;0.09054068968174819;0.918103270774436;-0.210010921445989;-0.4788884713174958,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,9,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,9,,aggregate,1024,,,,,,0,7,7,0.001,-0.006393611050010359;0.06003437548857026;-0.2464485347051794;0.2572512352030382;0.001168120543480931;0.3297800552850603;-0.5419480907689912,-0.007508594301683325;-0.9009696353266319;0.1499505783050686;0.08934861991502016;0.916969289069974;-0.207413746499972;-0.4838102986904445,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,10,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,10,,aggregate,1024,,,,,,0,7,7,0.001,-0.006503046014121715;0.05493980317324806;-0.2537056338771412;0.3503856017130141;0.01128006342360364;0.3117605484477852;-0.5420715241217718,-0.007474921457319126;-0.8830424671877765;0.1269594469692935;0.1014698436004316;0.8947893255518264;-0.1787820622886591;-0.4938334591234047,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,11,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,11,,aggregate,1024,,,,,,0,7,7,0.001,-0.006573406943081182;0.05339242242987881;-0.2654478296671528;0.4230370964144896;0.01518133311490287;0.3115243539098088;-0.5510220804731826,-0.007484487992577819;-0.8879042465439779;0.1360125239916004;0.09791911676494706;0.8999626243653794;-0.1847530914396339;-0.4953628889103295,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,12,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,12,,aggregate,1024,,,,,,0,7,7,0.001,-0.006518931760825212;0.05720243113157267;-0.2727426793023122;0.3757168511100242;0.02752705615749357;0.2938732506752673;-0.5337638067006337,-0.007438332733739046;-0.8858038181269364;0.119644479235461;0.1133127774928223;0.9011190955464957;-0.1856725919386462;-0.4891005091995796,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,13,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,13,,aggregate,1024,,,,,,0,7,7,0.001,-0.006565289381145215;0.05530521199164045;-0.2720803122879485;0.450855601058659;0.0234805464609694;0.2910697162197459;-0.5370723734794353,-0.007489684690918356;-0.9012086178266235;0.1310945913407468;0.1125037089822407;0.9183406930260283;-0.1975563635386644;-0.4960973635521793,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,14,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,14,,aggregate,1024,,,,,,0,7,7,0.001,-0.006422148416570171;0.0539606674203979;-0.2461262705960846;0.3601217778450211;0.006736067937779329;0.3121188617536303;-0.5377049867311666,-0.007440142435762996;-0.8748895049158596;0.1291668825389408;0.08222449910591176;0.8881337337463505;-0.1847863261124305;-0.4687760757152905,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,15,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,15,,aggregate,1024,,,,,,0,7,7,0.001,-0.00652821912453979;0.05328169311072922;-0.2629150678200814;0.4123808849462289;0.01576696481785891;0.3077036440236019;-0.5420134869382376,-0.007453647416094782;-0.8759366762205164;0.1331937028738824;0.08420040714195415;0.8873150647613041;-0.1849829202256459;-0.4731238996864578,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,16,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,16,,aggregate,1024,,,,,,0,7,7,0.001,-0.006497189982733383;0.05321552675950855;-0.2575517127098517;0.3700882697071094;0.009692203346241513;0.3174861022606282;-0.5430536959239076,-0.007486318382589155;-0.8946804479473061;0.1375288378006012;0.1018427425672822;0.9079192975457917;-0.193124651680569;-0.4933976755067988,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,17,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,17,,aggregate,1024,,,,,,0,7,7,0.001,-0.006502233064410974;0.05675987750263805;-0.2575685949942537;0.3605074686783797;0.01111079705802962;0.3108633511627891;-0.5406641711829943,-0.007446185900984751;-0.8840474284905425;0.1304024117078737;0.09848827481757638;0.8990246275434477;-0.1884163687674264;-0.484734444863299,"[1,F4,F6,F8,R25_4,R25_6,R25_8] versus [1,R25_4,R25_6,R25_8,R50_4,R50_6,R50_8]"
CV02,18,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,18,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,18,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,18,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
CV02,18,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,
